Probe,Lab_Number,Prediction,Overall_Assessment_pred_file,Overall_Interpretation,Overall_Assessment_data
4,P2300893,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2301269,1,1,"Oznaczona lepkość poniżej zakresu dopuszczalnego dla oleju klasy SAE 40. Temperatura zapłonu na poziomie akceptowalnym. Liczba zasadowa na bezpiecznym poziomie. Nie stwierdzono niepokojącego przyrostu zawartości cząstek zużyciowych. Zawartość stałych zanieczyszczeń w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczenia oleju płynem chłodniczym.



Zalecenia i wnioski:

Upewnić się, że olej o danej lepkości może być eksploatowany. Zalecane jest przeprowadzenie kolejnego badania po 500mth.",WSKAZÓWKA
4,P2300901,0,0,"Wszystkie oznaczone parametry znajdują się w dopuszczalnym przedziale.

Zalecenia i wnioski:

Obserwować zmiany w następnej analizie.  Wykonać badanie kolejnej próbki zgodnie z przyjętym programem diagnostyki płynu. ",W NORMIE
4,P2300943,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie.

Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji. Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2300945,1,2,"Oznaczona lepkość kinematyczna w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Podwyższona zawartość miedzi. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Wnioski i zalecenia:




Przeprowadzić inspekcję układu olejowego, ukierunkowaną na zużycie elementów zawierających w metalurgii wykryte metale. Proszę obserwować zmiany w następnej analizie, przeprowadzić kolejne badanie oleju za 500mth.",UWAGA
4,P2300908,1,1,"Oznaczona lepkość wskazuje na olej klasy SAE 40. Temperatura zapłonu na dopuszczalnym poziomie. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie, w porównaniu do poprzednich analiz stwierdzono wzrost zawartości ołowiu i miedzi. Zawartość sodu w trendzie malejącym. Nie stwierdzono niepokojącego zanieczyszczenia oleju.

Zalecenia i wnioski:

Proszę przeprowadzić kontrolę szczelności pod względem dostawania się płynu chłodniczego do układu. W celu obserwacji trendu przyrostu cząstek zużyciowych zalecam wykonanie następnego badania po 500mth.",WSKAZÓWKA
4,P2301034,0,0,"Oznaczona lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie.




Wnioski i zalecenia:




Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. ",W NORMIE
4,P2301120,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Wnioski i zalecenia:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2302071,2,2,"Własności reologiczne (lepkość i wskaźnik lepkości) w normie. Rezerwa alkaliczna uległa wyczerpaniu. Temperatura zapłonu w normie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie. Wykonano dodatkowe oznaczenie parametru i-Ph = 3,9 (obniżone).

Zalecenia i wnioski:

Proszę skrócić interwał pomiędzy wymianami oleju.",UWAGA
4,P2301173,0,0,"Oznaczona lepkość dla oleju klasy SAE 40 w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie.


Zalecenia i wnioski:




Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2401213,0,0,"Oznaczona lepkość kinematyczna w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2301272,2,1,"Własności reologiczne (lepkość i wskaźnik lepkości) w normie. Rezerwa alkaliczna uległa wyczerpaniu. Temperatura zapłonu w normie. Zawartość wody w normie. Zawartość żelaza i potasu podwyższona. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie.

Zalecenia i wnioski:

Zalecam skrócenie interwału pomiędzy wymianami oleju.",WSKAZÓWKA
4,P2301178,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Liczba zasadowa w normie. Zawartość stałych ciał obcych w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2301180,0,0,"Oznaczona lepkość dla oleju klasy SAE 40 w normie. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.


Wnioski i zalecenia:






Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie.",W NORMIE
4,P2301346,2,2,"Oznaczona lepkość w dalszym ciągu obniżona w stosunku do poprzednich badań (wskazuje na olej klasy SAE 30). Temperatura zapłonu znacznie obniżona. Własności dyspergujące w normie. Zawartość stałych zanieczyszczeń na dopuszczalnym poziomie. Zawartość wody w normie. W porównaniu do poprzednich badań nie stwierdzono przyrostu zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.

Zalecenia i wnioski:

Ze względu na obniżoną lepkość oraz temperaturę zapłonu zalecana jest wymiana oleju na świeży. Zalecane jest kontrola układu pod kątem przedostawania się paliwa do oleju. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących. Proszę obserwować zmian w następnej analizie. ",UWAGA
4,P2301225,1,1,"Oznaczona lepkość lekko obniżona dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie.

Zalecenia i wnioski:

Skontrolować wymagania producenta urządzenia dot. zakresu dopuszczalnej lepkości oleju, w razie potrzeby wymienić olej. W przypadku dalszej eksploatacji proszę przeprowadzić następne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",WSKAZÓWKA
4,P2301335,2,1,"Lepkość w zakresie granicznym dla oleju klasy SAE 30. Rezerwa alkaliczna uległa wyczerpaniu. Temperatura zapłonu w normie. Zawartość wody w normie. Zawartość żelaza i glinu lekko podwyższona. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie.

Wskazówki i zalecenia:

Zalecam skrócenie interwału pomiędzy wymianami oleju.",WSKAZÓWKA
4,P2301103,1,1,"Zawartość dodatków uszlachetniających na poziomie oczekiwanym dla oleju Aeroshell Sport Plus 4. Zawartość miedzi jest podniesiona. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. 

Wnioski i zalecenia:

Ze względu na podniesioną zawartość miedzi zalecane jest skontrolowanie układu pod kątem podwyższonego zużycia oraz w celu oceny dynamiki zużycia przysłanie kolejnej próbki do badania nie później niż za 25h nalotu. Proszę obserwować zmiany w następnej analizie.",WSKAZÓWKA
4,P2301123,0,1,"Oznaczona lepkość poniżej dolnej wartości granicznej dla klasy SAE 40 - trend stabilny. Temperatura zapłonu w normie. Na widmie IR zaobserwowano odchylenia od referencji oleju świeżego oraz zmiany mogące świadczyć o degradacji bazy olejowej. Poziom metalicznych produktów zużycia w normie. 

Zalecenia i wnioski:

Ze względu na oznaki starzenia się oleju oraz obniżoną lepkość proszę upewnić się, że olej nadaje się do dalszej eksploatacji. Proszę przesłać próbkę do badania za ok 250 mth pracy silnika. Obserwować zmiany w kolejnym badaniu.",WSKAZÓWKA
4,P2301176,0,0,"Oznaczona lepkość dla oleju klasy SAE 40 w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie.


Zalecenia i wnioski:




Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2301271,1,1,"Oznaczona lepkość  dla klasy SAE 40 obniżona.  Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie.




Zalecenia i wnioski:




Upewnić się, że olej o danej lepkości nadaje się do eksploatacji. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",WSKAZÓWKA
4,P2302101,0,1,"The wear values are in the acceptable range, they do not indicate intensive wear and/or corrosion processing in the oil system. High lead content connected to aviation fuel is a normal phenomena for reciprocating engine - no increase has been detected since previous tests however the measured parameters value is higher than expected. No significant oil contamination has been detected. The additives content is typical for the AeroShell W15W-50 oil.



Conclusions and recommendations:

It is recommended to observe trend changes in next analysis after 50h since current sample taken.",WSKAZÓWKA
4,P2301170,1,1,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość miedzi podwyższona. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Wnioski i zalecenia:

Podwyższona zawartość miedzi wskazuje na zwiększone zużycie elementów w obrębie układu smarnego. Proszę wysłać kolejną próbkę do badania w okresie do 500mth pracy silnika.",WSKAZÓWKA
4,P2301341,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom miedzi obniżył się w stosunku do poprzedniego badania. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Wnioski i zalecenia: 

Proszę obserwować zmiany w następnej analizie. Przeprowadzić następne badanie zgodnie z harmonogramem diagnostyki olejowej.",W NORMIE
4,P2301185,1,2,"Lepkość oleju poniżej wymaganej dla klasy SAE 20W50. Temperatura zapłonu na akceptowalnym poziomie. Lekko podwyższona zawartość sodu i potasu - możliwe źródło to pochodna zanieczyszczenia oleju płynem chłodniczym lub wodą lub pył z otoczenia. Zawartość metali zużyciowych na poziomie akceptowalnym - nie przekroczyła krytycznych wartości.

Zalecenia i wnioski:

Proszę skontrolować szczelność układu pod kątem przedostawania się płynu chłodzącego. Zweryfikować wymagania dotyczące minimalnej lepkości oleju. Pozostałe oznaczone parametry mieszczą się w akceptowalnych zakresach jednak wskazana jest obserwacja zmian trendu w kolejnym badaniu nie później niż po 500mth.",UWAGA
4,P2301184,2,2,"Lepkość w zakresie typowym dla klasy SAE 40. Temperatura zapłonu krytycznie obniżona. Krytycznie wysoki poziom potasu oraz sodu - wskazuje na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni stwierdzono zmiany wskazujące na obecność płynu chłodniczego w próbce. Poziom miedzi i ołowiu podniesione, trend stabilny. Pozostałe oznaczone pierwiastki zużyciowe na dopuszczalnym poziomie.

Zalecenia i wnioski:

Olej nie kwalifikuje się do dalszej eksploatacji. Wskazana jest kontrola stanu układu chłodzenia silnika. Zalecane jest wykonanie kolejnego badania po przeprowadzeniu działań korygujących.",UWAGA
4,P2301278,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość miedzi w trendzie stabilnym. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.




Wnioski i zalecenia:




Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2301347,1,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Liczba zasadowa w normie. Własności dyspergujące w zakresie akceptowalnym. Zawartość stałych zanieczyszczeń na dopuszczalnym poziomie. Zawartość wody w normie. W porównaniu do poprzednich badań nie stwierdzono przyrostu zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.

Zalecenia i wnioski:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmian w następnej analizie. ",W NORMIE
4,P2301270,1,0,"Oznaczona lepkość dla klasy SAE 30 w normie. Zawartość stałych zanieczyszczeń w normie. Liczba zasadowa w normie. Temperatura zapłonu w zakresie akceptowalnym. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie.




Zalecenia i wnioski:

 

Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej",W NORMIE
4,P2301279,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość krzemu w trendzie stabilnym. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.




Wnioski i zalecenia:




Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2301177,0,0,"Oznaczona lepkość dla oleju klasy SAE 40 w normie. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie.


Zalecenia i wnioski:




Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2301875,0,0,"Własności reologiczne (lepkość i wskaźnik lepkości) w normie. Klasa czystości oleju w normie. Liczba kwasowa w normie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) w normie.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
4,P2301169,1,1,"Nastąpił wzrost zawartości niklu przy mniejszej ilości mth od ostatniej wymiany oleju. Poziom pozostałych metalicznych produktów oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) mieści się w dopuszczalnych limitach. Wysoki poziom ołowiu pochodzi z paliwa lotniczego i jest to sytuacja normalna dla tego typu tłokowych silników lotniczych.    



Wnioski i zalecenia:

Proszę obserwować zmiany trendu w następnej analizie. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.",WSKAZÓWKA
